firstname;lastname;gender;year_of_birth;age;zip;city;country;party_short;district;list;list_place_1;list_place_2;incumbent;LINK_personal_website;LINK_facebook;LINK_Twitter;LINK_Instagram;X;name_bfs;vorname_bfs
Ursin;Widmer;m;1989;30;7012;Felsberg;Schweiz;JBDP;Graubünden;Junge BDP Graubünden;1;NA;0;NA;https://www.facebook.com/profile.php?id=100008906250185;NA;https://www.instagram.com/_widmu_/;NA;Widmer;Ursin
Patricia;Bräutigam;f;1993;26;4102;Binningen;Schweiz;JCVP;Basel-Landschaft;Junge CVP (JCVP);1;NA;0;NA;https://www.facebook.com/patricia.braeutigam;https://twitter.com/P_Braeutigam;NA;NA;Bräutigam;Patricia
Norbey;Hueber;m;1992;27;4222;Zwingen;Schweiz;JCVP;Basel-Landschaft;Junge CVP (JCVP);2;NA;0;NA;https://www.facebook.com/norbey.hueber;NA;https://www.instagram.com/norbeyhueber/;NA;Hueber;Norbey
Nadja;Lüthi;f;1987;32;4141;Münchenstein;Schweiz;JCVP;Basel-Landschaft;Junge CVP (JCVP);3;NA;0;NA;NA;https://twitter.com/nadja_luethi;NA;NA;Lüthi;Nadja
Marie-Caroline;Messerli;f;1988;31;4102;Binningen;Schweiz;JCVP;Basel-Landschaft;Junge CVP (JCVP);5;NA;0;NA;NA;https://twitter.com/MesserliMaria;NA;NA;Messerli;Marie-Caroline
Eduard;Muqaj;m;1995;24;4133;Pratteln;Schweiz;JCVP;Basel-Landschaft;Junge CVP (JCVP);4;NA;0;NA;NA;NA;NA;NA;Muqaj;Eduard
Marco;Muro;m;1992;27;4243;Dittingen;Schweiz;JCVP;Basel-Landschaft;Junge CVP (JCVP);7;NA;0;NA;https://de-de.facebook.com/marco.muro.5;NA;NA;NA;Muro;Marco
Julia;Schneider;f;2000;19;4105;Biel-Benken;Schweiz;JCVP;Basel-Landschaft;Junge CVP (JCVP);6;NA;0;NA;NA;NA;NA;NA;Schneider;Julia
Seraina;Duss;f;1994;25;6208;Oberkirch;Schweiz;JCVP;Luzern;Junge CVP Kanton Luzern 1;5;NA;0;NA;NA;NA;NA;NA;Duss;Seraina
Andreas;Haas;m;1997;22;6036;Dierikon;Schweiz;JCVP;Luzern;Junge CVP Kanton Luzern 1;6;NA;0;NA;NA;NA;NA;NA;Haas;Andreas
Esther;Hagmann;f;1988;31;6006;Luzern;Schweiz;JCVP;Luzern;Junge CVP Kanton Luzern 1;2;NA;0;NA;NA;https://twitter.com/EstherHagmann;NA;NA;Hagmann;Esther
Corina;Käppeli;f;1994;25;6022;Grosswangen;Schweiz;JCVP;Luzern;Junge CVP Kanton Luzern 1;6;NA;0;NA;https://www.facebook.com/corina.kaeppeli;NA;NA;NA;Käppeli;Corina
Victor;Kadlubowski;m;1992;27;6005;Luzern;Schweiz;JCVP;Luzern;Junge CVP Kanton Luzern 1;4;NA;0;NA;NA;https://twitter.com/victor_kadlubo?lang=en;https://www.instagram.com/lu_bowski/;NA;Kadlubowski;Victor
Elias;Meier;m;1990;29;6208;Oberkirch;Schweiz;JCVP;Luzern;Junge CVP Kanton Luzern 1;1;NA;0;https://www.eliasmeier.com/;https://www.facebook.com/meier.elias;https://twitter.com/meierelias;NA;NA;Meier;Elias
